user_id,item_id,category_id,price,user_age,item_popularity,label
359,40,2,115.39,32,0.2841,0
313,41,8,25.7554,21,0.1144,1
327,28,6,9.8428,50,0.3568,0
484,131,6,8.3473,36,0.3558,1
298,89,9,8.8384,32,0.3667,0
105,47,9,13.9119,57,0.2173,1
110,15,8,20.9739,59,0.2111,1
68,94,9,48.2727,29,0.4686,0
236,200,4,24.4541,50,0.3854,0
272,85,8,25.9781,23,0.1919,1
421,65,4,33.2181,23,0.1251,1
122,3,5,16.2199,49,0.4317,1
424,91,9,56.4977,52,0.6671,1
66,37,9,24.2425,49,0.3153,0
134,72,5,26.2494,20,0.0977,0
207,49,8,38.0762,32,0.2472,0
284,37,9,24.2425,33,0.3153,1
399,31,3,15.8967,59,0.2521,1
122,123,5,22.3303,49,0.39,1
498,35,1,8.3105,30,0.183,0
276,9,1,33.2543,26,0.091,0
127,110,3,16.4369,34,0.2384,1
407,91,9,56.4977,39,0.6671,1
163,145,9,72.0635,33,0.2707,0
491,39,7,66.5557,38,0.192,0
213,181,2,26.7915,32,0.623,0
127,190,7,18.8763,34,0.2825,0
349,133,6,24.273,60,0.1793,0
324,182,5,7.0516,27,0.1768,0
91,72,5,26.2494,24,0.0977,0
106,110,3,16.4369,34,0.2384,1
31,79,7,18.7055,31,0.1186,1
411,170,2,20.0866,45,0.0689,1
21,165,9,26.6536,27,0.1546,0
259,151,3,16.1037,32,0.3009,1
337,185,5,10.3165,22,0.101,0
262,52,4,10.7899,39,0.6677,1
171,54,5,15.0025,51,0.3172,1
42,144,10,8.3292,51,0.6272,0
91,134,8,41.4096,24,0.4591,0
246,90,5,54.085,35,0.4566,0
159,170,2,20.0866,45,0.0689,1
156,191,7,17.2673,31,0.2625,0
213,161,7,17.4109,32,0.3094,0
371,141,3,11.8684,58,0.1324,1
225,118,3,44.8103,50,0.4242,1
68,158,6,16.0275,29,0.1793,1
369,140,10,14.6192,42,0.2743,0
442,37,9,24.2425,25,0.3153,0
202,130,6,16.9043,23,0.2029,0
500,35,1,8.3105,56,0.183,1
408,82,2,22.9113,38,0.3803,0
218,115,6,16.5006,26,0.6382,1
467,91,9,56.4977,26,0.6671,0
168,55,1,19.4477,56,0.5206,0
54,62,4,12.9989,55,0.2339,0
441,185,5,10.3165,42,0.101,0
12,124,9,10.4789,35,0.1302,1
336,36,9,10.9206,43,0.3547,1
373,153,3,56.6685,55,0.1274,0
219,38,3,33.2108,52,0.1276,1
101,65,4,33.2181,60,0.1251,0
75,125,6,21.2062,48,0.0351,0
257,182,5,7.0516,52,0.1768,1
295,132,1,14.0916,49,0.2528,0
236,62,4,12.9989,50,0.2339,0
338,20,6,17.3985,46,0.1236,0
26,146,1,9.2771,55,0.4266,0
245,104,8,29.5583,27,0.3733,1
309,166,4,36.8785,33,0.1288,0
305,101,2,24.595,30,0.09,0
160,54,5,15.0025,47,0.3172,0
178,174,7,70.5203,38,0.1898,0
261,97,7,29.5474,40,0.5048,0
275,160,10,8.8027,27,0.3837,0
203,78,6,22.1092,46,0.0978,0
306,31,3,15.8967,46,0.2521,0
403,96,3,11.7419,23,0.2498,0
259,182,5,7.0516,32,0.1768,0
391,126,1,23.0332,21,0.5236,0
71,103,1,21.2074,26,0.1507,0
172,5,9,11.4711,25,0.3752,0
40,172,8,24.2859,36,0.0965,0
87,160,10,8.8027,50,0.3837,1
1,106,8,19.5069,33,0.2193,1
27,77,3,51.8033,57,0.1299,0
214,52,4,10.7899,29,0.6677,1
50,139,5,10.618,25,0.1522,0
39,84,7,39.0083,21,0.229,1
246,108,5,9.6669,35,0.4408,0
236,95,3,10.3374,50,0.2006,1
27,2,7,43.7958,57,0.2479,0
19,15,8,20.9739,25,0.2111,0
116,42,8,11.0926,27,0.1495,0
320,57,2,21.7185,49,0.4527,0
159,80,10,23.8431,45,0.4443,0
17,50,8,22.0702,48,0.1359,1
495,81,5,43.9741,26,0.1804,0
320,92,9,18.0345,49,0.1434,0
101,142,3,18.9811,60,0.2839,0
127,60,10,9.8654,34,0.0468,0
65,112,6,9.0627,41,0.12,0
279,198,4,16.0683,52,0.4627,0
340,180,10,23.5153,20,0.1891,0
387,26,5,24.8815,27,0.1674,0
174,97,7,29.5474,56,0.5048,0
485,162,5,17.1186,33,0.2784,1
458,27,9,48.3266,24,0.2864,1
474,99,2,20.0239,21,0.2303,1
206,145,9,72.0635,31,0.2707,0
304,168,4,24.8052,37,0.2045,1
496,104,8,29.5583,48,0.3733,1
49,177,2,12.7072,32,0.2928,1
448,21,4,10.8689,44,0.1408,1
36,162,5,17.1186,20,0.2784,1
47,123,5,22.3303,50,0.39,0
458,151,3,16.1037,24,0.3009,1
341,13,8,14.0625,46,0.3119,0
373,41,8,25.7554,55,0.1144,0
120,72,5,26.2494,30,0.0977,0
131,23,10,22.9197,37,0.3194,0
43,38,3,33.2108,22,0.1276,0
170,15,8,20.9739,45,0.2111,0
128,137,1,5.538,53,0.5077,1
154,3,5,16.2199,40,0.4317,1
250,31,3,15.8967,58,0.2521,1
284,175,5,51.6254,33,0.2886,0
445,36,9,10.9206,22,0.3547,0
205,52,4,10.7899,25,0.6677,0
346,7,7,11.3587,57,0.3032,0
199,155,7,17.3368,40,0.5065,1
279,35,1,8.3105,52,0.183,0
404,174,7,70.5203,22,0.1898,0
314,132,1,14.0916,34,0.2528,0
491,166,4,36.8785,38,0.1288,0
231,102,9,46.7348,35,0.0826,0
211,53,5,7.3536,40,0.0677,0
156,5,9,11.4711,31,0.3752,1
302,161,7,17.4109,42,0.3094,1
141,30,5,11.5197,30,0.2407,1
230,107,7,12.1104,44,0.0379,0
338,15,8,20.9739,46,0.2111,1
281,94,9,48.2727,19,0.4686,0
464,56,6,58.0183,22,0.3254,0
365,178,10,10.3042,26,0.1256,1
256,164,5,14.3939,25,0.1968,0
354,103,1,21.2074,47,0.1507,0
249,164,5,14.3939,38,0.1968,0
14,152,10,24.6539,31,0.2241,0
236,96,3,11.7419,50,0.2498,0
351,173,8,18.9467,44,0.2397,1
439,9,1,33.2543,36,0.091,0
470,172,8,24.2859,52,0.0965,1
294,141,3,11.8684,58,0.1324,1
489,72,5,26.2494,33,0.0977,0
391,26,5,24.8815,21,0.1674,0
467,32,1,8.7933,26,0.5636,0
499,44,1,23.5854,40,0.261,0
452,121,7,17.5611,37,0.277,1
130,14,8,8.4348,48,0.2735,1
382,118,3,44.8103,24,0.4242,0
206,81,5,43.9741,31,0.1804,0
88,118,3,44.8103,21,0.4242,0
150,138,4,18.2178,34,0.753,1
126,143,5,6.9962,41,0.1615,0
159,71,2,13.56,45,0.1708,1
102,26,5,24.8815,46,0.1674,0
90,69,5,18.2838,25,0.285,0
8,126,1,23.0332,53,0.5236,0
440,160,10,8.8027,47,0.3837,1
392,164,5,14.3939,59,0.1968,1
223,124,9,10.4789,48,0.1302,0
407,158,6,16.0275,39,0.1793,0
378,80,10,23.8431,42,0.4443,0
454,111,8,34.7974,40,0.0437,0
341,12,8,23.165,46,0.2281,1
446,111,8,34.7974,34,0.0437,1
9,149,1,114.7826,56,0.2787,0
116,185,5,10.3165,27,0.101,1
324,188,3,20.7279,27,0.443,1
438,95,3,10.3374,37,0.2006,0
340,15,8,20.9739,20,0.2111,1
478,5,9,11.4711,55,0.3752,0
292,163,5,23.0877,57,0.047,1
9,25,7,33.1508,56,0.3334,0
42,47,9,13.9119,51,0.2173,0
172,190,7,18.8763,25,0.2825,0
228,176,8,25.3178,22,0.2025,0
222,167,2,22.0488,57,0.1632,1
500,14,8,8.4348,56,0.2735,0
294,11,10,26.0666,58,0.6046,0
120,139,5,10.618,30,0.1522,0
259,63,10,72.0299,32,0.2933,0
314,149,1,114.7826,34,0.2787,0
378,109,8,11.8593,42,0.2798,0
446,196,4,22.3295,34,0.4461,0
299,24,8,45.4,29,0.3748,0
391,118,3,44.8103,21,0.4242,1
358,87,4,22.4197,19,0.1715,1
440,24,8,45.4,47,0.3748,0
42,34,9,17.5783,51,0.4683,0
106,34,9,17.5783,34,0.4683,0
366,40,2,115.39,38,0.2841,0
114,6,1,17.7562,26,0.3061,0
389,65,4,33.2181,28,0.1251,1
109,95,3,10.3374,58,0.2006,0
256,184,5,26.3812,25,0.3317,1
258,31,3,15.8967,60,0.2521,0
74,117,2,27.7398,50,0.341,1
62,153,3,56.6685,21,0.1274,0
124,131,6,8.3473,42,0.3558,1
274,88,8,9.6342,31,0.0913,1
221,152,10,24.6539,19,0.2241,1
424,156,2,32.0213,52,0.2972,0
390,150,9,9.9449,59,0.2984,1
299,55,1,19.4477,29,0.5206,0
453,120,5,13.2293,59,0.3856,0
238,76,4,22.277,53,0.2327,0
379,33,6,29.4028,20,0.1293,0
324,11,10,26.0666,27,0.6046,0
114,31,3,15.8967,26,0.2521,1
471,156,2,32.0213,35,0.2972,0
470,3,5,16.2199,52,0.4317,1
339,103,1,21.2074,60,0.1507,1
322,37,9,24.2425,34,0.3153,0
120,46,5,15.6549,30,0.2823,0
128,76,4,22.277,53,0.2327,1
285,28,6,9.8428,46,0.3568,1
144,6,1,17.7562,50,0.3061,1
403,181,2,26.7915,23,0.623,0
51,75,5,9.33,19,0.1719,0
3,114,6,15.0217,50,0.3753,0
192,48,7,18.4585,27,0.2585,1
174,61,8,11.2563,56,0.3265,1
138,63,10,72.0299,38,0.2933,0
338,183,7,35.039,46,0.2333,1
453,92,9,18.0345,59,0.1434,1
248,98,7,15.8511,31,0.4374,0
367,5,9,11.4711,37,0.3752,0
285,195,1,17.4247,46,0.2611,0
450,133,6,24.273,19,0.1793,0
118,67,4,35.1261,46,0.4188,1
336,117,2,27.7398,43,0.341,1
353,165,9,26.6536,58,0.1546,0
327,83,9,15.6966,50,0.067,1
106,194,10,4.306,34,0.5335,1
433,31,3,15.8967,20,0.2521,1
181,132,1,14.0916,38,0.2528,0
448,48,7,18.4585,44,0.2585,0
462,56,6,58.0183,32,0.3254,0
39,9,1,33.2543,21,0.091,0
57,131,6,8.3473,41,0.3558,0
450,48,7,18.4585,19,0.2585,0
212,195,1,17.4247,33,0.2611,0
443,128,6,61.9363,44,0.2724,0
357,49,8,38.0762,21,0.2472,0
309,57,2,21.7185,33,0.4527,0
90,23,10,22.9197,25,0.3194,1
383,107,7,12.1104,36,0.0379,0
434,171,1,13.0275,19,0.264,0
373,22,2,22.3665,55,0.3376,1
9,72,5,26.2494,56,0.0977,0
12,99,2,20.0239,35,0.2303,0
46,155,7,17.3368,46,0.5065,1
337,92,9,18.0345,22,0.1434,0
394,93,4,15.96,54,0.0834,1
230,80,10,23.8431,44,0.4443,1
431,38,3,33.2108,49,0.1276,0
63,65,4,33.2181,36,0.1251,0
390,104,8,29.5583,59,0.3733,0
488,25,7,33.1508,40,0.3334,1
115,61,8,11.2563,44,0.3265,0
433,60,10,9.8654,20,0.0468,0
491,50,8,22.0702,38,0.1359,1
272,83,9,15.6966,23,0.067,0
464,171,1,13.0275,22,0.264,0
16,112,6,9.0627,50,0.12,0
484,137,1,5.538,36,0.5077,1
497,111,8,34.7974,41,0.0437,0
320,64,5,12.2701,49,0.3258,0
429,97,7,29.5474,48,0.5048,0
58,19,5,52.5133,41,0.8163,0
210,174,7,70.5203,20,0.1898,1
51,74,7,9.6276,19,0.3281,1
94,6,1,17.7562,53,0.3061,0
342,99,2,20.0239,58,0.2303,1
263,55,1,19.4477,30,0.5206,0
103,51,2,18.2619,25,0.5569,0
231,57,2,21.7185,35,0.4527,1
239,137,1,5.538,47,0.5077,1
237,136,7,13.5653,22,0.3457,1
78,150,9,9.9449,33,0.2984,0
260,145,9,72.0635,39,0.2707,1
184,141,3,11.8684,27,0.1324,0
499,49,8,38.0762,40,0.2472,1
439,163,5,23.0877,36,0.047,1
282,133,6,24.273,43,0.1793,0
106,8,3,16.3885,34,0.4845,0
461,116,1,36.6588,39,0.2497,1
44,176,8,25.3178,19,0.2025,1
352,73,2,15.2871,19,0.0516,0
422,39,7,66.5557,23,0.192,0
459,16,6,14.6187,42,0.0688,0
296,16,6,14.6187,34,0.0688,0
332,159,8,18.5358,53,0.4471,0
373,197,2,23.989,55,0.4323,0
272,154,5,11.1104,23,0.2791,0
213,183,7,35.039,32,0.2333,0
93,177,2,12.7072,19,0.2928,1
436,100,9,18.2093,40,0.3965,0
18,41,8,25.7554,52,0.1144,1
67,196,4,22.3295,43,0.4461,1
108,37,9,24.2425,55,0.3153,1
7,80,10,23.8431,47,0.4443,0
170,185,5,10.3165,45,0.101,0
184,131,6,8.3473,27,0.3558,0
373,65,4,33.2181,55,0.1251,0
448,44,1,23.5854,44,0.261,1
53,195,1,17.4247,20,0.2611,0
216,61,8,11.2563,44,0.3265,0
361,94,9,48.2727,24,0.4686,0
276,58,8,36.2212,26,0.2481,1
239,110,3,16.4369,47,0.2384,1
322,103,1,21.2074,34,0.1507,1
324,188,3,20.7279,27,0.443,0
461,180,10,23.5153,39,0.1891,1
318,125,6,21.2062,25,0.0351,0
435,67,4,35.1261,58,0.4188,1
90,54,5,15.0025,25,0.3172,1
76,90,5,54.085,37,0.4566,0
267,55,1,19.4477,52,0.5206,0
481,11,10,26.0666,33,0.6046,1
34,138,4,18.2178,20,0.753,1
490,45,10,12.3325,60,0.2449,1
62,1,8,16.0082,21,0.2853,0
218,8,3,16.3885,26,0.4845,1
286,199,10,7.0004,35,0.2137,0
97,44,1,23.5854,48,0.261,1
425,93,4,15.96,27,0.0834,0
276,161,7,17.4109,26,0.3094,1
341,25,7,33.1508,46,0.3334,0
396,175,5,51.6254,26,0.2886,0
56,22,2,22.3665,53,0.3376,0
226,32,1,8.7933,22,0.5636,0
411,184,5,26.3812,45,0.3317,0
82,17,2,23.0948,26,0.1078,0
53,82,2,22.9113,20,0.3803,0
470,69,5,18.2838,52,0.285,0
347,55,1,19.4477,57,0.5206,1
225,62,4,12.9989,50,0.2339,1
429,57,2,21.7185,48,0.4527,0
340,29,5,13.6829,20,0.5582,1
205,27,9,48.3266,25,0.2864,1
395,175,5,51.6254,54,0.2886,0
470,10,6,7.125,52,0.3253,0
170,148,9,60.47,45,0.1735,0
165,70,8,19.6003,18,0.4947,1
141,91,9,56.4977,30,0.6671,0
387,146,1,9.2771,27,0.4266,0
365,49,8,38.0762,26,0.2472,0
398,171,1,13.0275,43,0.264,0
192,134,8,41.4096,27,0.4591,0
85,96,3,11.7419,59,0.2498,0
445,156,2,32.0213,22,0.2972,0
491,89,9,8.8384,38,0.3667,1
440,75,5,9.33,47,0.1719,1
422,60,10,9.8654,23,0.0468,1
251,86,1,50.4738,21,0.035,1
37,70,8,19.6003,27,0.4947,0
232,50,8,22.0702,23,0.1359,0
218,181,2,26.7915,26,0.623,0
32,39,7,66.5557,40,0.192,0
211,119,2,18.3072,40,0.4904,0
174,30,5,11.5197,56,0.2407,0
94,109,8,11.8593,53,0.2798,1
484,123,5,22.3303,36,0.39,1
384,68,1,25.3042,51,0.5316,0
126,52,4,10.7899,41,0.6677,0
388,83,9,15.6966,41,0.067,1
202,184,5,26.3812,23,0.3317,1
320,48,7,18.4585,49,0.2585,0
191,150,9,9.9449,19,0.2984,0
94,10,6,7.125,53,0.3253,1
147,128,6,61.9363,32,0.2724,1
9,46,5,15.6549,56,0.2823,0
183,58,8,36.2212,32,0.2481,1
113,8,3,16.3885,37,0.4845,1
292,124,9,10.4789,57,0.1302,0
460,23,10,22.9197,26,0.3194,1
125,106,8,19.5069,50,0.2193,1
98,97,7,29.5474,60,0.5048,0
107,109,8,11.8593,25,0.2798,0
317,198,4,16.0683,31,0.4627,1
458,187,4,23.5289,24,0.2242,0
432,101,2,24.595,55,0.09,0
415,102,9,46.7348,57,0.0826,0
339,55,1,19.4477,60,0.5206,0
43,114,6,15.0217,22,0.3753,1
275,142,3,18.9811,27,0.2839,0
130,80,10,23.8431,48,0.4443,1
9,90,5,54.085,56,0.4566,1
395,15,8,20.9739,54,0.2111,1
235,17,2,23.0948,59,0.1078,1
386,132,1,14.0916,39,0.2528,1
327,200,4,24.4541,50,0.3854,0
110,118,3,44.8103,59,0.4242,0
476,174,7,70.5203,46,0.1898,0
356,150,9,9.9449,42,0.2984,1
69,137,1,5.538,32,0.5077,0
408,4,5,31.2653,38,0.1971,1
466,192,7,22.0109,58,0.5036,1
117,37,9,24.2425,38,0.3153,1
224,96,3,11.7419,22,0.2498,0
279,152,10,24.6539,52,0.2241,1
79,42,8,11.0926,35,0.1495,1
159,93,4,15.96,45,0.0834,0
484,146,1,9.2771,36,0.4266,0
365,119,2,18.3072,26,0.4904,0
203,116,1,36.6588,46,0.2497,0
103,137,1,5.538,25,0.5077,0
194,189,4,16.8558,22,0.2749,0
15,4,5,31.2653,28,0.1971,1
361,101,2,24.595,24,0.09,0
452,111,8,34.7974,37,0.0437,0
225,55,1,19.4477,50,0.5206,0
188,141,3,11.8684,26,0.1324,0
148,81,5,43.9741,42,0.1804,1
487,83,9,15.6966,26,0.067,0
392,182,5,7.0516,59,0.1768,0
50,60,10,9.8654,25,0.0468,0
304,149,1,114.7826,37,0.2787,0
339,166,4,36.8785,60,0.1288,1
202,3,5,16.2199,23,0.4317,1
412,32,1,8.7933,60,0.5636,0
220,85,8,25.9781,56,0.1919,1
346,86,1,50.4738,57,0.035,0
4,61,8,11.2563,33,0.3265,1
60,132,1,14.0916,53,0.2528,1
374,156,2,32.0213,55,0.2972,1
186,147,3,10.4013,43,0.0723,0
160,26,5,24.8815,47,0.1674,1
65,190,7,18.8763,41,0.2825,0
344,127,8,90.9659,34,0.2112,1
276,56,6,58.0183,26,0.3254,0
62,178,10,10.3042,21,0.1256,1
469,156,2,32.0213,27,0.2972,0
456,24,8,45.4,27,0.3748,1
200,48,7,18.4585,25,0.2585,0
460,128,6,61.9363,26,0.2724,0
265,49,8,38.0762,59,0.2472,0
122,117,2,27.7398,49,0.341,0
146,111,8,34.7974,53,0.0437,1
288,137,1,5.538,36,0.5077,1
445,73,2,15.2871,22,0.0516,1
463,120,5,13.2293,25,0.3856,0
178,69,5,18.2838,38,0.285,0
64,170,2,20.0866,34,0.0689,1
55,140,10,14.6192,29,0.2743,0
321,200,4,24.4541,59,0.3854,1
496,57,2,21.7185,48,0.4527,1
262,54,5,15.0025,39,0.3172,0
101,97,7,29.5474,60,0.5048,1
494,102,9,46.7348,19,0.0826,0
357,159,8,18.5358,21,0.4471,0
317,58,8,36.2212,31,0.2481,1
443,176,8,25.3178,44,0.2025,0
495,115,6,16.5006,26,0.6382,0
257,25,7,33.1508,52,0.3334,0
228,44,1,23.5854,22,0.261,1
110,94,9,48.2727,59,0.4686,1
455,189,4,16.8558,58,0.2749,1
33,163,5,23.0877,30,0.047,0
60,134,8,41.4096,53,0.4591,0
51,82,2,22.9113,19,0.3803,0
330,33,6,29.4028,29,0.1293,1
287,176,8,25.3178,36,0.2025,0
96,69,5,18.2838,35,0.285,1
329,97,7,29.5474,40,0.5048,0
182,58,8,36.2212,20,0.2481,0
433,126,1,23.0332,20,0.5236,0
135,51,2,18.2619,58,0.5569,0
323,31,3,15.8967,55,0.2521,1
439,145,9,72.0635,36,0.2707,0
264,38,3,33.2108,59,0.1276,0
192,11,10,26.0666,27,0.6046,0
315,197,2,23.989,40,0.4323,0
278,161,7,17.4109,22,0.3094,0
238,157,6,26.0719,53,0.2584,0
329,139,5,10.618,40,0.1522,1
143,149,1,114.7826,29,0.2787,0
439,197,2,23.989,36,0.4323,1
470,48,7,18.4585,52,0.2585,0
261,49,8,38.0762,40,0.2472,0
337,143,5,6.9962,22,0.1615,1
351,32,1,8.7933,44,0.5636,0
286,49,8,38.0762,35,0.2472,1
172,2,7,43.7958,25,0.2479,0
10,64,5,12.2701,53,0.3258,1
309,125,6,21.2062,33,0.0351,0
405,15,8,20.9739,34,0.2111,1
345,175,5,51.6254,22,0.2886,0
206,83,9,15.6966,31,0.067,0
257,42,8,11.0926,52,0.1495,0
152,183,7,35.039,29,0.2333,0
385,45,10,12.3325,24,0.2449,1
400,33,6,29.4028,55,0.1293,1
100,67,4,35.1261,23,0.4188,0
277,38,3,33.2108,60,0.1276,0
126,21,4,10.8689,41,0.1408,1
172,171,1,13.0275,25,0.264,0
245,72,5,26.2494,27,0.0977,0
160,45,10,12.3325,47,0.2449,1
480,95,3,10.3374,45,0.2006,1
283,124,9,10.4789,42,0.1302,1
261,133,6,24.273,40,0.1793,0
320,34,9,17.5783,49,0.4683,1
327,88,8,9.6342,50,0.0913,0
344,131,6,8.3473,34,0.3558,0
407,81,5,43.9741,39,0.1804,1
307,107,7,12.1104,33,0.0379,1
484,146,1,9.2771,36,0.4266,1
33,59,7,14.886,30,0.0892,0
393,98,7,15.8511,52,0.4374,0
480,88,8,9.6342,45,0.0913,0
187,168,4,24.8052,37,0.2045,0
234,126,1,23.0332,54,0.5236,0
164,122,7,23.2312,18,0.5272,0
215,65,4,33.2181,57,0.1251,0
259,6,1,17.7562,32,0.3061,1
426,171,1,13.0275,54,0.264,1
391,105,8,5.8702,21,0.4087,0
119,40,2,115.39,58,0.2841,0
384,39,7,66.5557,51,0.192,0
476,153,3,56.6685,46,0.1274,1
110,31,3,15.8967,59,0.2521,1
278,80,10,23.8431,22,0.4443,1
